row,col,expected,actual,numeric_diff
34,18,Royalty Interest,ROYALTY INTEREST,
34,19,0.075,0.010176,0.06482399999999999
34,20,0.075,0.010176,0.06482399999999999
34,21,11/30/2025,Nov 25,
34,22,3.23,3.36,-0.1299999999999999
34,23,1.23,1.2781,-0.04810000000000003
34,24,242.11,370.28,-128.16999999999996
34,25,781.48,1245.93,-464.45000000000005
34,26,0,,
34,27,0,,
34,28,781.48,,
34,29,18.16,3.77,14.39
34,30,58.61,12.68,45.93
34,31,0,,
34,32,0,,
34,33,58.61,,
35,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
35,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC,
35,5,1/27/2026,"January 27, 2026",
35,6,"1,031.33",1031.33,
35,7,1147197.01,1146995.01,202.0
35,8,4701705024,4701703547,1477.0
35,12,OFFUTT EUGENE 7187,WANSTREET J 7,
35,16,Gas,,
35,18,Royalty Interest,ROYALTY INTEREST,
35,19,0.01785715,0.00243,0.015427149999999999
35,20,0.01785715,0.00243,0.015427149999999999
35,21,11/30/2025,Nov 25,
35,22,3.02,3.26,-0.23999999999999977
35,23,1.15,1.2386,-0.08860000000000001
35,24,141.53,175.35,-33.81999999999999
35,25,427.55,571.7,-144.15000000000003
35,26,0,,
35,27,0,,
35,28,427.55,,
35,29,2.53,0.43,2.0999999999999996
35,30,7.63,1.39,6.24
35,31,0,,
35,32,0,,
35,33,7.63,,
36,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
36,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC,
36,5,1/27/2026,"January 27, 2026",
36,6,"1,031.33",1031.33,
36,7,1147204.01,1147192.01,12.0
36,8,4701705055,4701705012,43.0
36,12,SMITH J W 14258,PEARCY G L 14118,
36,16,Gas,,
36,18,Royalty Interest,ROYALTY INTEREST,
36,19,0.010176,0.075,-0.06482399999999999
36,20,0.010176,0.075,-0.06482399999999999
36,21,11/30/2025,Nov 25,
36,22,3.24,3.22,0.020000000000000018
36,23,1.23,1.224,0.006000000000000005
36,24,196.71,448.61,-251.9
36,25,637.22,1445.4,-808.1800000000001
36,26,0,,
36,27,0,,
36,28,637.22,,
36,29,2,33.65,-31.65
36,30,6.48,108.41,-101.92999999999999
36,31,0,,
36,32,0,,
36,33,6.48,,
37,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
37,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC,
